277	6	11314
1820	5	13329
1502	3	8389
1982	3	801
1939	5	9563
2430	5	823
1595	5	14215
2127	6	10926
182	5	1913
383	5	1489
716	6	13574
2755	5	738
2551	5	5201
2075	5	7002
2771	5	7002
115	3	11172
517	5	11299
444	5	5201
2355	5	13972
2767	5	9587
1848	5	9343
2506	5	937
135	3	1963
2238	3	6952
2160	2	9638
725	8	537
1980	5	13329
977	5	5751
3001	5	7077
186	6	3744
166	11	10248
540	5	9343
2398	5	12015
2343	3	666
1109	5	14087
2123	5	1177
1357	3	2964
357	5	13885
2651	1	10520
615	3	8820
1524	5	738
2799	5	544
3072	6	12322
1363	6	12557
159	5	1489
985	6	290
9	6	998
785	5	10678
1980	1	7284
1778	5	7002
1903	5	5201
344	5	1489
1897	5	9563
2208	5	1161
1922	3	8955
489	5	1161
1663	5	13885
632	3	12921
1220	5	13885
1991	5	12984
2944	2	11472
976	11	9570
1240	5	11358
2046	5	8835
534	3	8389
437	5	10678
493	0	12111
399	5	7002
282	3	9786
55	3	8975
1294	5	1177
2919	3	13356
1010	5	9587
816	3	9096
439	3	7271
2424	5	7002
530	5	5751
2845	3	8389
688	0	6229
1803	5	269
871	3	7491
760	5	12436
1199	5	1334
2230	1	3693
1690	5	13208
2019	5	738
2816	6	998
329	5	13329
1651	3	12379
828	5	1913
977	5	544
1695	5	11299
2931	3	2581
980	5	9343
49	5	7210
2312	5	1489
1791	3	270
3011	3	12798
2491	1	8971
1696	5	544
2450	5	9587
2772	3	13254
1741	5	815
1171	3	11284
2079	3	6642
1863	5	5201
2753	5	14087
1745	5	7002
3091	5	7002
595	5	9343
815	5	1357
2265	5	9368
2010	1	10781
2032	5	6950
225	5	10950
2178	5	1334
32	3	13239
2073	1	8057
3098	5	14617
2004	5	13329
2810	5	13329
379	3	13175
2257	5	7210
1231	3	1840
1436	3	12771
2021	5	5201
2307	5	815
1797	5	5751
385	5	544
1742	5	6507
2122	8	2384
850	5	738
2753	1	1088
1124	5	9343
2167	5	738
1286	2	9472
1121	3	9317
335	3	8100
849	11	10134
698	3	8820
850	5	9343
2294	5	11299
1521	5	4280
3060	5	6873
1518	3	11678
2680	5	9368
1770	5	2164
796	5	10678
2196	3	50
2543	3	10108
989	5	1161
2354	6	2849
1427	5	13330
2063	6	8788
1600	2	2495
2869	10	6260
1391	5	815
544	5	11299
2919	5	9343
1543	3	10484
1740	5	10044
2265	5	544
1626	5	7210
2710	5	3815
2277	5	9134
479	1	1088
313	5	7002
2958	5	11299
844	5	13885
28	5	9343
876	3	7491
409	3	5897
791	3	8537
820	6	2404
3034	11	4152
2666	6	2574
2167	5	13109
2525	5	9524
626	5	738
2562	5	1357
2646	6	455
2919	6	11152
3055	3	8558
188	5	11358
1932	5	9368
2809	5	7002
700	5	13330
792	11	7967
2299	5	13885
624	5	14087
2061	5	5201
952	3	34
1759	5	1913
643	3	10912
3038	5	5658
2902	5	31
1942	5	9368
1689	3	2416
999	5	13885
704	3	6878
760	3	8376
917	3	13659
1368	5	7210
1884	5	1161
1238	3	12379
1548	5	815
946	5	11358
231	3	13175
1622	3	7047
2189	5	1161
133	3	7991
92	2	10858
1386	3	13175
1969	1	11865
1350	3	9428
2850	5	11358
210	3	9677
825	3	10805
412	5	1177
1773	3	1194
1995	3	8389
631	5	7002
2828	5	1161
2467	1	1170
206	5	7043
2578	5	7043
37	6	2864
1474	5	13026
1126	3	13175
806	3	13545
1317	5	311
545	5	3815
369	3	14437
2481	5	10678
893	9	13460
111	3	765
1110	3	10146
7	8	9197
1057	5	12790
915	5	9368
2362	5	5751
1863	5	544
1660	5	14452
2823	5	959
1984	3	1071
420	3	12771
224	3	7991
2815	6	13503
2509	5	815
1187	3	8689
1244	5	7210
2042	5	544
2530	9	1984
612	3	4220
637	5	815
563	3	9489
3090	3	2964
95	3	14305
1239	5	1357
2065	5	1489
2951	6	7619
2101	5	9343
127	5	1489
119	3	13548
1930	5	738
1215	5	1177
2998	5	1177
783	3	13545
2341	5	1177
494	5	5201
1881	3	16
1125	2	9114
2375	3	13175
125	3	1838
2052	3	8389
1039	3	14047
404	0	14425
201	3	11424
1201	5	815
1724	9	9599
79	5	815
777	5	13695
1242	5	2114
4	2	14302
571	3	10304
2460	5	9587
2951	5	9343
1056	3	12355
2483	5	11358
1642	5	9587
81	3	5411
70	5	5201
145	3	10383
1720	6	9783
2485	10	790
98	5	11722
1820	3	8102
1505	3	7929
1288	3	1043
1225	5	9650
1004	5	9587
2174	5	5201
854	5	11299
44	5	959
2758	1	1088
2935	5	11299
451	5	3085
2703	5	1161
1164	3	12440
414	3	637
1980	5	738
1062	3	10750
2553	3	11826
2665	3	10305
3090	5	1177
2832	5	14087
1525	11	8948
549	3	9273
1146	3	13175
1314	5	1177
140	3	11683
2922	5	7210
1941	5	1489
2004	3	9304
1557	5	1489
1492	5	815
828	5	7002
535	3	7329
2180	11	8206
51	3	8792
2161	5	12176
2737	5	9343
84	5	10678
737	5	7002
215	5	9587
1930	5	7002
768	9	10537
1149	2	10164
147	3	10535
2575	3	11826
1413	11	2895
591	3	6761
893	3	6335
2299	3	2134
966	5	13329
1874	5	10678
2163	5	5751
138	3	10010
3074	5	8688
2655	5	9368
2472	5	10106
1566	5	11299
776	5	6731
1942	8	7512
391	5	12792
2250	3	367
1580	5	10678
2436	5	9587
2375	3	7452
3077	5	14248
1149	5	5201
1694	5	9008
1264	5	3918
2120	5	13885
2556	3	10082
955	5	13947
548	5	1177
760	3	10937
2116	5	10450
2218	5	9343
1017	3	13175
405	5	10678
1430	5	14087
3044	5	4563
3075	1	12749
2970	5	1177
1941	5	11358
1457	5	8941
2660	3	7991
761	6	14522
963	6	8908
2627	3	14407
806	5	1177
1079	6	10404
1008	3	10783
1496	3	8389
422	3	8056
2159	5	7043
2569	11	9515
608	5	10678
1949	3	9496
2018	5	12451
284	6	11026
225	1	10781
1046	5	815
425	11	6546
264	3	10566
2598	3	13175
927	3	12379
2049	5	9368
2960	3	13545
466	5	10678
2120	5	9587
944	10	1028
777	5	14087
638	5	5201
1188	3	10817
1103	3	9949
2042	5	9343
113	1	7284
2516	3	8389
1492	5	10950
1583	9	7997
1003	5	10678
756	5	1913
2089	5	14452
609	3	4487
2404	5	7043
1145	1	3693
934	6	14694
1114	3	666
2330	3	8330
3004	5	13329
2595	5	9587
2977	3	7342
505	3	11725
2528	6	2768
766	5	13956
1925	5	9368
2156	5	9368
1418	3	9894
521	5	5587
1062	5	11918
330	5	7043
2149	3	11272
345	5	544
1196	6	12110
1573	5	544
201	6	10797
1157	5	9368
2773	5	13885
1146	5	13329
128	5	3897
1079	3	4470
1695	5	10678
1593	3	8389
1642	5	7262
2869	5	11299
421	5	544
1720	5	1357
1955	5	14087
2788	2	1327
1989	5	13329
2134	5	7210
1029	5	544
1691	5	7002
1204	5	1177
2658	5	14087
2988	5	2278
418	5	1913
1674	3	7864
1160	5	815
546	5	3918
2398	6	11681
2659	5	7210
1821	5	7210
1027	5	7043
1900	6	2698
332	5	2028
616	5	10678
1357	5	9214
2846	9	13932
2851	5	1913
750	5	1161
2654	5	6360
1039	5	7002
2518	5	7210
2335	3	12561
2298	3	13803
2014	5	6209
1913	3	9184
2940	5	3028
279	5	7002
1104	3	9033
993	3	666
1654	5	10356
1768	10	688
466	5	9519
2167	5	1913
390	3	12355
2822	5	7043
2581	5	738
605	3	9528
752	3	2622
2423	5	12196
867	8	12411
491	3	19
2751	5	13329
1865	5	7043
2560	3	2964
2325	5	815
2121	5	14087
2238	3	14373
2767	5	11833
2934	3	1886
1669	5	738
295	5	9551
2143	3	14047
1632	9	9133
608	5	14087
2512	5	12186
1020	5	7043
545	5	14617
1654	3	10372
2458	5	12085
1123	5	11299
2183	6	13372
2816	1	9588
1118	5	2278
2764	6	7191
1205	5	1489
1344	3	8389
2176	6	9488
2233	5	9368
39	5	12364
1255	5	738
301	5	9368
1460	3	7705
636	3	2820
1892	3	6715
1824	2	2449
2214	3	10000
1193	3	8389
1951	5	10678
1820	5	403
2906	3	10512
2742	5	9343
23	3	9786
728	9	10732
1726	1	7422
866	5	9343
2331	3	8389
2094	5	544
1632	3	12481
529	3	5222
1612	3	8782
379	5	10106
2762	5	9368
1324	3	9290
1347	3	2412
2785	5	11239
1240	5	1177
2473	3	6342
71	5	1177
3014	5	5751
926	5	9343
1871	3	8810
1734	3	13175
2818	5	1985
3083	5	13972
2303	6	12869
1826	8	7285
2072	5	444
2540	5	11500
1506	7	7588
2882	3	9123
29	5	13695
2408	5	2267
1419	3	915
1630	5	1489
1333	3	8389
209	3	8389
259	9	8978
1524	11	5770
3094	3	8389
1040	3	10631
2961	5	1489
2341	3	6655
2463	5	544
1025	6	9758
1782	3	8642
2662	5	9343
1948	5	544
1932	1	9985
902	5	9551
2790	5	11299
1910	11	13292
2013	5	738
209	5	14087
1823	2	6895
2317	3	9189
1180	5	11168
900	6	2483
2716	3	7653
1817	3	7921
2038	5	11874
2499	3	10783
1223	3	10372
2076	5	738
2701	5	10678
3059	6	11260
955	2	1720
1923	3	4638
2697	3	12407
1911	5	9551
1887	5	1357
2437	3	9849
1208	2	14314
1275	5	9587
1494	3	10372
1071	3	8258
1056	5	5751
2617	3	9284
1103	3	10264
521	5	5201
959	5	1796
1967	3	3714
2275	3	8389
1864	5	11500
1425	5	815
2245	9	9527
934	5	9948
1418	3	14488
1137	5	9343
1650	3	8389
2253	3	12537
694	5	3815
1396	5	9008
786	9	12906
1635	5	815
1109	3	14336
424	5	10112
1745	3	11424
557	5	5201
1112	5	9343
2564	5	8851
2905	5	1913
880	3	7327
667	5	14617
996	5	5201
931	5	7043
1444	5	10215
3042	5	11918
2541	5	10450
2610	5	1177
2237	11	11075
2203	1	2148
3063	5	13885
2015	3	7491
1288	5	11500
1097	5	7197
644	5	13329
2447	3	1838
1792	2	4870
1228	5	7210
1939	6	13801
1661	2	6853
2957	5	11299
288	0	10368
2087	5	7723
2119	3	6806
145	5	1177
3085	6	4908
125	5	7210
2965	5	1161
2452	5	1489
1205	3	8389
1586	5	1161
2395	5	3815
1899	9	14136
2046	5	7210
151	1	366
2535	5	11299
1665	5	269
1471	5	14087
502	3	11095
1946	1	504
1908	3	11166
193	6	9226
1986	5	9368
3084	5	11358
1099	5	5751
2632	3	1604
541	3	8558
889	5	7002
774	11	2189
2641	11	10709
1768	5	6547
2502	5	9587
471	5	1357
2391	5	12456
1000	5	2376
2900	1	12156
2556	5	1913
1621	5	1161
576	5	1177
3001	3	10894
1619	9	1178
616	3	8389
555	5	13329
188	1	10520
1669	3	10108
632	3	7115
2199	3	7995
504	3	7765
2225	3	14019
660	1	1176
1798	5	11299
1634	5	815
2503	5	5751
3001	3	10459
2443	3	12390
101	3	8820
2879	5	404
1096	11	2766
1628	3	8389
818	3	8389
2981	2	10884
555	11	2475
2130	5	9587
1564	5	1913
1072	3	367
2859	5	10678
2706	5	5201
1434	3	10889
1242	3	7704
495	5	13021
1660	5	7002
1014	5	1161
1799	5	7002
1228	3	7491
2785	6	1085
1608	5	12192
1648	5	14087
2366	1	9763
4	3	2636
683	3	8056
159	5	1177
91	3	7491
2627	5	1161
410	6	643
1093	5	5751
1892	3	6864
275	5	9158
1978	3	7426
29	5	13885
1208	5	7303
1463	5	544
2276	9	12554
430	3	8389
1292	5	1913
838	5	12792
1273	9	9350
3061	5	11464
1645	5	9587
1087	5	738
95	3	5481
1512	6	14254
2596	5	9282
2985	5	9635
2976	5	1177
1311	5	544
1724	5	13287
507	3	13984
26	11	9889
1545	5	11358
409	5	9368
999	10	12130
2106	5	7043
1012	5	1913
1270	5	5207
1114	5	7043
2582	1	10520
2424	5	7262
44	11	3890
1948	5	11299
1032	3	11903
2804	3	8389
2714	10	3742
925	5	1161
867	5	9368
961	5	5751
753	6	1769
2817	5	4992
3003	5	12984
1958	5	9587
2305	10	12114
2001	5	9551
2779	3	7929
728	5	13885
2766	5	544
1329	5	14144
2311	5	7043
2531	5	1177
290	3	9365
2413	5	7043
719	3	5252
152	3	13014
1443	5	7002
970	3	6878
125	5	1489
795	5	9551
2722	5	10106
2881	5	1161
1782	5	1161
1190	5	13329
1234	3	10885
2630	3	11903
2541	5	13732
1600	5	1913
869	3	13014
769	5	9368
2020	5	5201
954	3	12986
2223	3	13955
2635	5	11464
921	3	7890
1536	9	14104
2895	3	13175
1476	2	8813
6	5	1357
2878	5	2241
1901	6	1698
2256	5	7043
36	5	1913
3033	0	14145
1601	3	2306
2110	1	10520
2878	3	11678
1797	5	1489
2163	5	815
343	5	9587
1624	5	6360
3027	5	13329
998	3	8930
1690	5	7002
2122	5	815
1034	7	7588
1336	3	2964
173	5	1357
1831	5	9368
1843	3	1443
2566	5	13733
265	5	13885
1022	5	7043
2053	5	14087
2466	5	6876
1007	5	9368
2106	5	11358
2988	3	7327
2513	5	815
1346	11	11768
812	3	6346
2393	5	9343
993	5	11299
884	3	10383
763	5	269
1104	5	5751
3008	5	1161
2664	5	9343
1421	3	1469
1296	5	7002
2437	5	7002
2862	5	11299
1289	5	13865
2369	3	11430
2795	5	14215
2949	5	7002
1689	5	13885
764	5	738
2575	3	9604
384	5	815
1502	11	9876
2363	5	9343
125	3	8820
130	5	7210
900	3	1347
1736	5	9343
1770	5	13329
2450	3	12379
1481	6	14675
2623	3	6192
2261	5	13885
1005	3	283
756	5	2776
551	5	9409
2273	5	1161
2262	3	8334
2622	1	10035
595	5	10678
2004	5	7210
1602	5	14087
3089	5	1664
671	5	6360
1204	5	11489
1801	3	12771
1679	3	5579
2927	3	1816
2768	3	1304
890	5	13329
1949	5	13329
1941	5	13329
2460	5	5751
482	3	2215
1508	5	10502
2584	3	7342
1363	2	712
1521	5	5207
1390	5	1161
2577	3	12379
1828	1	94
761	5	5201
836	5	585
2495	3	4903
345	3	10383
2960	5	1913
1540	5	7210
179	1	2148
1636	5	5845
1189	3	7343
1841	5	6873
1686	5	1489
2649	5	544
624	6	6831
1417	3	12573
2343	5	7210
1018	3	1638
2658	5	1161
2967	6	7443
2024	3	2715
1994	5	544
2108	5	738
2409	3	1304
2262	5	10678
2103	5	6779
2765	3	8820
2774	3	13909
1768	5	7043
1542	5	7002
1912	5	9368
1118	1	14704
1354	6	12631
1782	3	12390
517	3	6977
201	3	13536
2621	3	13175
2572	3	9516
416	5	14248
2908	3	9553
2073	5	1161
958	5	11116
1464	5	13885
2411	5	544
310	3	14290
1972	3	3625
767	5	1913
840	3	13175
1518	6	13907
364	10	1291
1642	5	815
1231	5	9625
1500	3	12390
79	3	8535
100	8	1996
355	3	12134
1925	0	13734
3053	5	10678
1636	3	12828
2116	3	5551
391	8	11367
1802	5	10678
2557	5	11299
1201	5	7002
518	5	7043
1355	5	9587
662	5	738
1672	3	11844
2799	5	11358
1503	3	13955
899	5	14087
1615	5	815
1463	9	14150
2474	5	12176
219	5	11299
1592	1	9485
2798	3	10167
351	5	5751
1873	5	9343
2144	3	9273
1752	3	12780
2501	5	1489
845	6	1059
1014	5	13885
486	1	12704
2528	3	11215
2484	3	13175
569	10	6594
1417	5	9376
1020	6	1001
1659	6	5716
655	1	7284
2750	5	12436
939	5	4371
2213	5	11500
1764	5	1161
2501	6	13529
1841	5	544
1476	5	11299
125	5	7043
1350	3	9786
1982	3	13933
1232	5	1489
2343	3	11764
3074	5	2180
447	8	10506
415	5	9551
1149	5	1913
715	5	5751
1546	11	1641
2570	5	5751
1424	9	8499
386	5	12297
2800	3	8698
2404	5	1862
483	3	6614
1374	5	9368
1572	5	815
109	5	9343
2251	5	9343
268	5	1489
1495	3	14483
1695	5	11299
2164	3	370
799	3	10267
1216	3	13632
2386	3	5327
1669	5	7043
2435	5	10106
2892	10	11478
2903	5	5207
146	5	5471
1875	5	13329
2693	3	11678
263	5	7210
2621	3	8389
1832	3	7272
997	11	8662
1565	5	1913
2772	5	7303
1938	5	544
2531	5	403
2668	5	1177
2787	5	9886
1786	3	6488
217	5	544
140	6	9795
2528	5	14516
3074	5	5751
759	5	14610
696	7	8353
1043	5	11299
1669	5	13416
2103	3	7517
1254	5	14087
468	5	11299
1673	5	6547
440	9	6978
3010	6	9881
1247	5	9587
1922	5	6459
3054	5	544
2756	5	9368
386	2	9919
200	3	13014
183	6	14159
678	3	11543
3048	5	5201
2358	5	1177
2915	5	544
2778	2	14413
2139	2	340
2106	3	50
1688	1	14704
609	5	7210
2745	5	11500
2092	3	10958
2404	5	12792
1828	3	1077
422	3	8035
3056	5	13329
678	5	1357
1793	3	8558
1223	5	13667
1309	5	6580
570	3	13175
804	3	7115
173	3	7626
2902	3	1063
1038	3	13784
1615	5	7043
414	5	544
135	5	544
2963	3	14527
3093	7	7588
346	3	11044
1253	3	10383
2041	5	815
1622	9	2544
1090	10	2486
387	5	1161
2081	6	7390
1378	5	7043
350	5	8688
1267	5	1177
2287	9	11013
2143	5	5201
435	3	1810
861	3	8389
917	6	11698
2799	5	1913
341	5	11358
256	5	1177
3041	5	7210
2745	3	6707
2911	3	1587
621	3	13175
1899	5	9587
1024	5	2376
1733	5	10678
953	5	9343
810	5	14087
2669	3	13366
1652	5	7210
2519	3	4083
1975	3	12213
2963	6	12238
2671	5	11299
2566	5	9587
2476	5	1357
355	5	12091
500	2	12283
1121	5	7210
2933	5	7210
87	3	2016
153	5	544
1993	5	1177
2079	9	13205
1076	5	9214
2601	5	815
362	6	9821
1561	5	815
1964	5	738
14	5	1177
1382	3	9545
1200	5	9343
2139	5	1913
1376	5	7210
930	2	12295
98	6	9695
292	5	9368
959	5	13329
2597	6	13078
2097	5	9877
2703	3	7876
2234	5	10678
677	5	10678
3094	5	14087
1259	3	4053
1076	5	9587
427	9	12969
2128	6	8214
106	6	9286
2523	2	10211
3087	3	6192
2	5	13885
1879	5	9587
1675	3	1139
1903	5	10678
2815	5	4992
3038	5	1489
181	3	3647
2997	5	554
2896	3	13457
466	10	7714
2750	5	815
2899	6	6753
288	5	9551
3076	10	4806
1042	5	7043
3078	6	10924
196	5	11500
588	3	6342
1433	3	1838
1373	3	8060
1593	6	12816
592	5	1913
2246	5	4028
2161	3	4396
2551	5	9368
1976	3	2964
193	3	2797
2006	1	6671
1029	3	8389
757	5	11299
382	5	5778
2442	5	3777
2090	5	7002
494	3	7491
314	3	12491
242	6	12327
3037	5	738
2933	5	5471
238	3	12390
1522	6	7830
2052	5	9409
610	3	13941
476	5	9468
3043	3	14038
2347	3	8464
1425	9	1804
1005	3	610
840	5	7210
416	3	11236
398	6	2852
1358	5	1177
235	5	14087
1955	5	5201
11	3	1077
1648	3	10383
2030	6	13641
1358	3	8900
1911	3	11166
1968	5	1489
2924	6	2670
1898	5	9587
2467	5	12598
2166	3	7753
232	5	14087
629	6	12119
34	3	12921
1498	5	10519
629	8	10886
1206	3	9559
96	8	2950
1893	7	7588
337	5	544
1117	5	1489
2502	5	13337
1183	5	14087
2350	3	1393
527	5	1985
2180	5	1489
521	5	544
981	5	10821
2138	3	14515
738	1	1117
1230	5	5751
1114	5	815
2628	5	9519
893	5	3815
1140	0	12428
2589	5	13885
1990	5	1489
59	5	1489
1940	9	1641
307	5	1913
3	11	12896
1823	5	11299
1255	5	11299
2559	3	8389
3068	5	6547
61	5	10678
877	5	7002
2180	5	1161
4	5	13329
1198	5	738
2362	5	4497
2337	5	12984
1148	3	142
2947	5	12645
166	3	13175
115	0	7396
2350	3	13233
2118	3	13175
327	5	13026
2225	5	9587
793	5	1161
645	9	13145
2703	3	5942
1317	5	9587
1608	6	11528
418	5	5201
1634	3	10893
1535	3	11203
2921	5	5751
1411	3	11203
1107	3	13175
1671	3	11802
1787	3	1077
2676	5	1357
1749	3	12435
870	5	7043
1758	3	2903
1337	5	9409
1357	5	9551
1272	5	585
2745	5	2267
1957	5	13329
1956	5	7043
1098	3	34
2182	5	1862
2256	3	13671
2863	3	9096
2375	10	2915
1360	1	2168
2900	5	13329
1921	5	1177
787	5	815
948	5	5201
2811	5	5201
2299	5	1913
512	5	14087
1071	3	12229
2123	5	11500
1153	5	10678
119	5	12136
1983	3	12390
362	3	12771
346	3	8285
503	5	13329
1795	3	9661
3005	5	9551
2923	5	11918
861	5	1161
476	5	9343
1329	3	8389
1972	3	8820
1076	5	14087
565	3	11166
2293	5	13885
1221	3	34
809	3	8389
366	5	4280
230	3	7635
2289	5	10678
978	3	14047
752	5	9587
1029	5	738
487	5	2776
1157	5	7002
1185	3	6952
1812	5	1177
1331	11	2507
1012	5	14087
1610	1	10035
2863	0	10582
2350	3	2012
1691	3	5411
2644	3	13564
2169	5	10678
1793	11	11027
2306	5	9587
2177	5	5201
2287	5	9799
1175	5	9343
2655	3	13224
2522	5	14087
1321	5	11918
444	3	6350
1972	3	2548
1618	5	11299
1155	5	14617
1008	5	1357
220	5	31
176	6	9420
1792	5	5751
878	5	7043
1796	5	8750
3099	5	7210
1686	10	10963
2631	5	6950
1186	3	2964
3039	5	269
998	5	1913
3043	1	9035
1449	3	10889
2631	3	454
980	5	1161
337	5	3777
1325	3	9333
373	5	1957
1687	5	5201
1149	5	1489
2063	3	14515
2241	5	544
1836	10	13258
2326	3	12318
2113	6	12801
2668	5	4028
846	5	5751
1155	5	5201
2034	5	9368
2599	5	11358
631	5	1489
2363	6	9600
1415	5	544
296	5	11500
1799	3	9909
2751	6	7830
965	5	1177
2341	3	8820
973	5	1357
386	5	1040
1770	5	13330
1469	6	604
1448	5	3815
2511	5	1334
2224	5	9343
1669	5	9368
2585	3	8389
159	5	9376
2040	3	50
1885	11	9291
2624	3	1304
592	5	14634
672	5	1913
2926	5	1177
273	5	4280
842	5	8629
1923	3	7991
2771	9	2698
1936	5	738
1029	5	13885
1176	5	8175
1316	5	1177
2382	5	937
2135	3	9641
410	5	5201
2617	3	10304
1792	5	6731
1949	5	1489
2049	6	998
454	11	6995
2306	3	10420
2607	6	786
2659	3	10187
74	5	8525
2630	5	1913
2905	11	9306
2180	5	9368
1919	5	6388
1824	3	5497
1016	5	815
2336	5	5751
988	1	7015
3026	2	13201
575	5	738
2821	5	1161
2012	3	14047
1130	3	10666
123	3	11745
2984	5	9587
2184	5	13329
2797	3	13399
1998	5	11342
696	5	544
722	5	738
1464	5	544
2505	6	11957
281	5	1489
1258	3	13175
1581	5	9587
2386	5	14087
79	5	13862
2748	10	13660
1915	3	6952
624	5	7210
2015	3	6655
1763	1	8563
1755	5	6503
1552	3	5411
1969	5	738
1180	1	12556
2475	1	6280
841	5	10112
1544	11	7967
931	5	815
423	1	7015
2418	5	544
1636	5	5201
2701	9	11381
576	1	12556
2811	1	9485
1608	5	738
1688	1	7038
1124	5	7043
2857	3	13175
1136	5	1489
3064	5	815
2160	5	5751
1656	5	1161
2569	5	5751
2890	1	10520
666	5	12792
2062	5	13972
1617	3	794
392	0	13244
1589	8	6963
585	5	9087
3079	3	12734
1967	5	7457
502	3	10228
1337	5	1489
1082	5	6388
2674	5	13329
2891	5	13972
2310	3	11284
894	5	10678
2380	5	2861
1863	3	1507
2664	5	12196
2617	6	3417
1071	3	9516
1392	3	12216
1831	5	1913
3001	5	13329
195	5	1862
320	2	10858
235	3	13545
2117	2	11915
2993	5	7674
2329	5	1913
1057	1	10520
1734	3	2479
2407	5	1161
2413	5	1177
1765	3	8389
545	3	6583
2844	5	8366
2138	3	10372
545	3	11424
1454	5	1489
947	5	11299
2649	6	13504
464	6	10494
1985	5	1357
2128	5	738
368	5	9551
2522	6	12194
2964	3	6250
2503	5	13329
1776	5	815
3040	3	14250
984	3	12406
1401	5	1913
799	1	14084
1119	5	8862
2670	11	10923
1689	5	13026
1580	5	13329
792	3	10695
437	5	738
219	5	2003
810	5	13885
2455	3	7542
2431	3	765
2153	6	8174
1988	3	12413
3042	3	1783
354	5	4992
2867	5	1862
2876	9	11099
1494	3	11678
19	3	14445
2873	3	2284
1642	5	13885
272	5	815
464	3	7491
2331	5	7211
2055	9	12125
591	5	7210
2338	5	7043
206	3	12355
1428	6	3100
2730	5	5201
2413	5	9587
3084	6	9426
2218	5	10450
252	5	3621
2934	5	14087
2656	5	7210
999	5	738
3094	5	7002
1251	5	7002
2693	5	14087
1330	5	7043
51	5	7043
1932	6	8054
228	5	7508
727	5	1177
2097	8	11167
3015	5	1489
2263	5	544
444	1	7015
2270	5	9368
1084	3	9786
2014	2	12776
32	5	9343
721	5	1913
1431	5	6873
99	5	11299
1348	5	11299
716	5	9522
3026	5	13026
2730	5	7043
69	5	2267
1823	5	11358
2073	5	4280
1557	5	3146
1267	3	8389
2018	5	544
398	9	12510
2135	5	6406
1376	9	1468
1160	5	11299
1517	5	1489
348	1	2463
1988	6	7767
513	5	13885
2131	5	9343
44	3	162
852	3	8127
2153	9	14395
2522	6	636
1684	5	8629
2662	5	8366
92	3	8870
2587	5	9343
3	3	13175
890	5	7883
375	5	5751
1729	5	1913
3026	5	1913
1977	5	544
1116	5	544
2803	5	6873
1062	3	6855
2930	3	10188
2718	3	3603
794	5	14087
2628	8	7500
2597	3	10787
1529	3	6450
2182	3	370
416	6	13843
1033	1	1088
1712	3	13469
176	2	6619
1743	5	7210
1870	9	7490
2922	0	13734
2333	5	9343
105	5	1357
1466	5	1913
331	5	1161
1800	3	11403
1007	5	10339
2796	5	7210
1574	5	13956
